variables="k","x","y","vx","vy","pressure"
zone i=8064 j=1
0	2.4574e-02	1.5479e-01	7.0413e-03	-1.8271e-02	9.3646e+02
1	2.8624e-04	1.8523e-01	1.4160e-02	-9.5082e-02	7.1748e+02
2	5.4209e-02	1.2010e-01	7.3938e-02	1.0136e-01	1.1278e+03
3	7.4008e-02	1.8004e-01	2.5342e-01	7.1637e-03	6.3947e+02
4	6.9893e-02	1.0311e-01	5.2971e-02	-5.7113e-02	1.3476e+03
5	6.2977e-02	1.7489e-01	1.8329e-01	-2.2172e-02	7.6912e+02
6	9.4104e-02	1.9903e-01	1.8851e-01	-1.1895e-01	5.0882e+02
7	8.1686e-02	2.2935e-01	2.6655e-01	-1.0005e-01	3.8448e+02
8	-4.9614e-04	2.1420e-01	3.4421e-02	-8.8050e-04	7.9774e+02
9	4.5318e-02	2.3803e-01	1.4272e-01	1.0089e-02	5.5244e+01
10	1.2120e-01	1.4552e-01	1.9201e-01	-8.2512e-02	9.2367e+02
11	1.2248e-02	2.2465e-01	1.5222e-01	-1.8121e-01	2.9502e+02
12	5.9131e-02	2.2733e-01	2.5640e-01	-5.6778e-02	4.5497e+02
13	2.2808e-01	2.2566e-01	5.3198e-01	-1.5608e-01	5.6013e+01
14	3.9293e-02	2.1292e-01	8.9202e-02	-9.9112e-02	3.5771e+02
15	7.7497e-02	2.2251e-01	2.6189e-01	-8.4880e-02	2.7934e+02
16	1.1623e-01	2.3893e-01	3.9779e-01	-3.3231e-01	0.0000e+00
17	1.8626e-01	2.1710e-01	4.9002e-01	-1.8671e-01	1.5622e+02
18	1.5111e-01	2.3088e-01	4.2960e-01	-2.4980e-01	1.8815e+02
19	1.4423e-02	2.4302e-01	3.0187e-02	-2.9603e-01	0.0000e+00
20	1.0769e-01	2.4037e-01	3.3709e-01	-2.7506e-01	0.0000e+00
21	1.2574e-02	2.3753e-01	2.7122e-02	-2.5501e-01	0.0000e+00
22	8.8784e-02	1.3247e-01	9.1083e-02	6.8713e-03	1.0465e+03
23	1.6531e-01	1.6725e-01	1.8881e-01	-1.6487e-01	6.7910e+02
24	2.0046e-01	2.1936e-01	4.6171e-01	-1.7999e-01	1.4578e+02
25	-9.0086e-05	2.3592e-01	9.3991e-02	-1.9825e-01	0.0000e+00
26	1.3698e-01	1.0605e-01	5.3635e-02	-9.4875e-02	1.2541e+03
27	1.3218e-01	2.3209e-01	4.3802e-01	-2.7469e-01	1.4678e+02
28	2.4308e-01	2.3086e-01	4.6268e-01	-3.9837e-02	2.4125e+02
29	2.2884e-01	1.9952e-01	4.0189e-01	-8.8695e-02	3.1327e+02
30	-2.5774e-04	2.2992e-01	3.7187e-01	-1.9744e-01	5.1692e+02
31	1.7009e-01	1.5219e-01	1.1685e-01	-2.1467e-01	8.4636e+02
32	3.2166e-01	2.1284e-01	4.2946e-01	-2.0666e-01	3.1588e+02
33	2.9475e-01	2.2752e-01	4.0197e-01	-1.1104e-01	4.6780e+01
34	3.4053e-01	2.0414e-01	3.2153e-01	-1.8476e-01	4.3019e+02
35	2.9972e-01	2.1829e-01	3.7807e-01	-1.5204e-01	2.1452e+02
36	3.0991e-01	2.1490e-01	4.0696e-01	-1.7652e-01	2.8070e+02
37	2.2356e-01	2.0720e-01	4.9061e-01	-1.5852e-01	3.0746e+02
38	3.6195e-01	1.5921e-01	2.9267e-01	-1.5776e-01	8.9967e+02
