variables="k","x","y","vx","vy","pressure"
zone i=8064 j=1
0	1.8785e-01	1.9211e-01	-1.2407e-01	3.9987e-02	1.3993e+03
1	1.2218e-01	2.8930e-01	-9.5514e-02	1.0424e-02	4.6754e+02
2	7.2651e-02	2.1057e-01	-7.5512e-02	7.8784e-02	1.1469e+03
3	1.9284e-01	1.4403e-03	1.2754e-01	7.0980e-02	2.5358e+03
4	4.7690e-02	2.8060e-01	-7.4473e-02	1.3321e-01	6.7856e+02
5	3.8780e-01	2.6045e-02	2.0070e-01	1.6970e-02	2.6345e+03
6	2.4500e-01	2.2743e-01	6.5473e-02	-1.0512e-01	9.8802e+02
7	2.0207e-01	1.4214e-01	-1.5325e-01	-6.6210e-03	1.8375e+03
8	-2.0508e-03	3.8476e-02	3.6489e-02	1.3171e-01	2.2091e+03
9	3.0489e-01	2.7128e-02	4.6689e-02	-7.2316e-02	2.8565e+03
10	1.1981e-01	2.1178e-01	-1.2943e-01	1.3276e-01	1.2146e+03
11	1.6455e-01	2.5145e-01	-4.9672e-03	-6.6643e-04	8.4778e+02
12	5.4661e-01	1.2238e-01	7.6561e-02	1.8459e-01	1.8528e+03
13	4.8753e-01	8.5375e-02	1.3525e-01	2.0532e-01	2.0366e+03
14	3.5904e-01	2.6021e-02	1.2141e-01	-2.3602e-02	2.7630e+03
15	1.0303e-01	2.7884e-01	-6.2267e-02	1.3189e-01	5.9650e+02
16	1.7484e-01	2.5555e-01	7.8531e-03	1.1240e-01	7.8481e+02
17	7.0764e-01	1.0327e-01	1.8619e-01	1.3940e-01	1.9722e+03
18	6.9854e-01	1.7196e-01	1.9061e-01	-1.2975e-01	1.4747e+03
19	6.1371e-02	2.3956e-01	-1.0029e-01	1.5159e-01	9.5224e+02
20	1.2687e-01	2.3946e-01	-9.2741e-02	2.0909e-01	9.9660e+02
21	2.4266e-02	3.1343e-01	1.1267e-01	1.3309e-01	1.9190e+02
22	1.0434e-01	7.1858e-02	-4.9575e-02	3.6247e-02	2.4067e+03
23	2.1103e-01	9.8635e-02	-9.8648e-02	-6.2497e-02	2.2611e+03
24	6.0977e-01	8.4492e-02	1.6224e-02	1.1525e-02	2.2612e+03
25	-8.3246e-04	1.9393e-01	9.4555e-02	3.3693e-02	1.2012e+03
26	8.6577e-02	9.6090e-02	-4.8290e-02	-3.3213e-02	2.1347e+03
27	1.7224e-01	8.6010e-02	-1.5704e-01	-6.7732e-03	2.2464e+03
28	2.5646e-01	1.0140e-01	6.1041e-02	-4.4780e-02	2.1412e+03
29	2.2279e-01	2.0862e-01	-1.4529e-02	-5.1902e-02	1.1723e+03
30	-1.0818e-03	1.3797e-01	3.7293e-01	3.2097e-02	1.7389e+03
31	9.1184e-02	8.9086e-02	-2.9647e-02	2.3065e-04	2.2032e+03
32	2.3588e-01	1.8125e-01	-3.3903e-03	-2.8559e-02	1.5176e+03
33	5.6897e-01	8.6355e-02	2.7045e-01	1.0963e-01	2.1380e+03
34	8.4831e-01	1.0854e-01	1.1938e-01	-1.5543e-01	2.1412e+03
35	8.6235e-01	2.4790e-01	-1.5973e-01	-4.4229e-02	7.4349e+02
36	2.5749e-01	2.9747e-01	-1.1004e-01	1.2577e-01	0.0000e+00
37	7.7423e-01	2.6599e-01	-3.0260e-02	2.7181e-01	9.5571e+02
38	6.4071e-01	2.5886e-01	4.0994e-01	-2.0882e-01	1.7971e+02
39	7.2620e-01	1.6027e-01	2.7403e-01	-1.6249e-01	1.4639e+03
40	1.8626e-01	2.1035e-01	-8.5946e-02	4.1013e-02	1.1454e+03
41	1.8101e-01	7.4269e-02	-1.1480e-01	7.1363e-02	2.3518e+03
42	1.5180e-01	3.3372e-02	-1.2118e-02	6.5467e-02	2.5482e+03
43	6.6084e-01	8.0824e-02	2.1815e-01	1.9187e-01	2.0488e+03
44	1.4692e-01	2.3476e-01	-2.2265e-02	-6.7897e-02	1.0196e+03
45	7.6475e-01	1.1322e-01	1.6549e-01	5.6131e-03	1.7634e+03
46	8.8597e-02	3.0481e-01	-3.4040e-02	1.1877e-01	3.4698e+02
47	2.0069e-01	1.7964e-01	-1.4751e-01	-6.2600e-02	1.4607e+03
