variables="k","x","y","vx","vy","pressure"
zone i=8064 j=1
0	3.3492e-01	1.8021e-01	2.7763e-01	6.5428e-02	1.0932e+03
1	4.9768e-01	2.3686e-01	3.5362e-01	7.4735e-02	6.7171e+02
2	3.1093e-02	1.6471e-01	6.9634e-02	-5.9614e-01	1.0626e+03
3	4.0590e-01	-3.5982e-03	1.3926e-01	7.1205e-02	2.1489e+03
4	6.0957e-02	2.3005e-01	1.9218e-01	-1.3819e-01	0.0000e+00
5	6.8555e-01	1.7682e-01	8.0140e-02	1.7206e-01	1.0951e+03
6	9.5795e-02	2.0162e-01	3.7814e-01	-6.4121e-02	5.3836e+02
7	1.4835e-01	1.1940e-01	2.2335e-01	-1.4305e-01	1.4990e+03
8	-7.1168e-03	7.2478e-03	4.1895e-02	3.2874e-02	3.1645e+03
9	3.1495e-01	2.6223e-01	3.1311e-01	7.1045e-03	2.8497e+02
10	3.0309e-02	2.3583e-01	1.2344e-01	-1.8617e+00	0.0000e+00
11	3.5333e-01	2.5250e-01	4.0876e-01	7.9634e-02	5.0137e+02
12	3.1756e-01	2.6601e-01	3.6109e-01	5.1271e-02	2.7812e+02
13	4.6091e-01	2.6736e-01	4.3579e-01	7.6236e-02	4.5711e+02
14	6.7468e-01	7.8545e-02	4.7922e-02	6.5244e-02	2.0050e+03
15	4.3654e-01	3.0742e-01	5.3810e-01	1.3208e-01	4.7469e+01
16	2.4041e-01	2.3499e-01	3.2218e-01	-8.0224e-02	2.6624e+02
17	8.2164e-01	1.6708e-01	-2.9666e-02	1.7333e-01	1.1841e+03
18	1.2011e+00	2.0698e-01	-3.0997e-01	-7.0918e-02	1.9824e+02
19	1.1395e-02	1.7819e-01	2.7283e-01	-6.1641e-01	9.5206e+02
20	4.3006e-01	2.6119e-01	4.6438e-01	1.0318e-01	5.0029e+02
21	2.7079e-01	2.5758e-01	4.2208e-01	-8.4204e-02	3.2828e+02
22	3.4185e-01	3.6440e-02	3.8494e-01	1.4259e-02	1.9086e+03
23	1.9735e-01	2.4132e-01	3.6512e-01	-1.6702e-01	1.4579e+02
24	7.1950e-01	7.5776e-02	9.2430e-04	6.9735e-02	1.8405e+03
25	-2.2003e-03	1.2089e-01	9.4048e-02	-3.3885e-01	1.5432e+03
26	1.3149e-01	3.4670e-02	2.1900e-01	-9.6095e-02	1.8903e+03
27	1.3646e-01	9.3541e-02	2.3228e-01	-5.4397e-02	1.7617e+03
28	3.0276e-01	-1.2543e-04	-9.5207e-03	-4.8538e-02	2.2516e+03
29	4.1901e-01	1.6955e-01	2.7762e-01	1.1798e-01	1.3049e+03
30	-3.4795e-03	6.2284e-02	3.7211e-01	-6.0843e-02	2.1520e+03
31	1.7665e-01	5.7623e-02	2.1246e-01	-8.1984e-02	2.0013e+03
32	2.4679e-01	2.0923e-01	3.4307e-01	-1.0087e-01	4.4256e+02
33	5.0819e-01	2.6247e-01	3.9818e-01	1.9953e-01	4.5532e+02
34	7.1506e-01	4.0745e-02	-3.9621e-02	5.1167e-02	1.9844e+03
35	8.4449e-01	1.5816e-01	-3.2562e-02	1.5476e-01	1.1459e+03
36	2.4424e-01	1.0941e-01	2.5705e-01	-5.8975e-02	1.4952e+03
37	1.1849e+00	2.3420e-01	-3.3887e-01	-2.9966e-02	2.3215e+01
38	7.5339e-01	5.8750e-02	-8.4152e-02	1.9262e-02	1.9606e+03
39	8.2658e-01	1.8681e-01	-2.9011e-02	1.8792e-01	8.4878e+02
40	3.8298e-01	1.9390e-01	2.5117e-01	9.7743e-02	1.0315e+03
41	1.3217e-01	1.5651e-01	1.7621e-01	-9.2914e-02	9.5962e+02
42	3.5258e-01	1.4187e-02	2.1478e-01	7.9324e-02	2.0889e+03
43	8.1032e-01	1.5175e-01	-7.7511e-02	1.2401e-01	1.2063e+03
44	4.0159e-01	1.9279e-01	3.0668e-01	1.3652e-01	1.1094e+03
45	1.1704e+00	2.3606e-01	-3.6979e-01	2.6159e-03	5.3182e+01
46	2.0702e-01	2.3037e-01	3.4224e-01	-7.7414e-02	2.6439e+02
47	4.1479e-01	1.3329e-01	2.6635e-01	1.1631e-01	1.6302e+03
48	2.0707e-01	3.0179e-01	3.1279e-01	-1.7969e+00	0.0000e+00
49	4.5316e-01	2.5338e-01	5.0567e-01	4.8401e-02	5.8488e+02
50	9.4440e-01	1.5717e-01	-2.2021e-01	1.3142e-01	1.0487e+03
51	1.3525e-01	1.9389e-01	2.6881e-01	-1.0302e-01	5.5779e+02
52	1.4767e-01	4.6305e-02	9.3369e-02	5.4683e-02	2.0239e+03
